Name	MOA	Target	Disease Area	Indication	Vendor	Purity	Id	Phase
tolvaptan	vasopressin receptor antagonist	AVPR1A, AVPR2	endocrinology, cardiology, gastroenterology	hyponatremia, congestive heart failure, hepatic cirrhosis	Tocris, Selleck	98.54	BRD-A82035391-001-03-5, BRD-A82035391-001-02-7	Launched
tomelukast	leukotriene receptor antagonist	CYSLTR1			Enzo	94.74	BRD-K74765201-001-16-7	Phase 3
tonabersat	gap junction modulator, nitric oxide production inhibitor				MedChemEx	99.82	BRD-K36970462-001-01-6	Phase 2
topiramate	carbonic anhydrase inhibitor, glutamate receptor antagonist, kainate receptor antagonist	CA1, CA12, CA2, CA4, CA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	neurology/psychiatry	epilepsy, migraine headache	Tocris, Tocris, MicroSource, Selleck	100	BRD-K29653726-001-16-7, BRD-K29653726-001-14-2, BRD-K29653726-001-15-9, BRD-K29653726-001-13-4	Launched
topiroxostat	xanthine oxidase inhibitor	XDH	rheumatology, nephrology	gout, hyperuricemia	MedChemEx	99.78	BRD-K77561571-001-01-1	Launched
topotecan	topoisomerase inhibitor	TOP1, TOP1MT	oncology	small cell lung cancer, cervical cancer	Selleck, MedChemEx, MicroSource, Key, MedChemEx, Selleck	76.92	BRD-K55696337-003-22-8, BRD-K55696337-003-25-1, BRD-K55696337-003-21-0, BRD-K55696337-003-23-6, BRD-K55696337-003-24-4, BRD-K55696337-003-20-2	Launched
torasemide	electrolyte reabsorption inhibitor, thromboxane receptor antagonist	SLC12A1	cardiology	edema, congestive heart failure, hypertension	MicroSource, Selleck	99.36	BRD-K30480208-001-18-5, BRD-K30480208-001-17-7	Launched
torcetrapib	cholesteryl ester transfer protein inhibitor	CETP			Tocris, Selleck	96.12	BRD-K55675242-001-02-2, BRD-K55675242-001-03-0	Phase 3
torcitabine	DNA polymerase inhibitor	DCK, TK2			MedChemEx	100	BRD-K91822704-003-07-2	Phase 2
toremifene	estrogen receptor antagonist, selective estrogen receptor modulator (SERM)	ESR1	oncology	breast cancer	MicroSource, Selleck, Selleck	97.25	BRD-K51350053-048-16-5, BRD-K51350053-048-17-3, BRD-K51350053-048-15-7	Launched
torin-1	mTOR inhibitor	MTOR			Selleck, Selleck	95.98	BRD-K40175214-001-11-6, BRD-K40175214-001-13-2	Preclinical
torin-2	mTOR inhibitor	MTOR			Selleck, Tocris	97.22	BRD-K68174511-001-06-6, BRD-K68174511-001-08-2	Preclinical
tosedostat	peptidase inhibitor	ANPEP, LAP3, NPEPPS			Selleck, Tocris, Tocris, Selleck	93.96	BRD-K92241597-001-09-4, BRD-K92241597-001-06-0, BRD-K92241597-001-11-0, BRD-K92241597-001-05-2	Phase 2
tosufloxacin	bacterial DNA gyrase inhibitor		infectious disease	gram-negative bacterial infections	Prestwick, TCI	98.13	BRD-A41450521-003-02-7, BRD-A41450521-075-10-8	Launched
toyocamycin	serine/threonine kinase inhibitor	ERN1			Sigma	99.13	BRD-K26420709-001-01-7	Phase 1
tozadenant	adenosine receptor antagonist	ADORA2A			MedChemEx	96.14	BRD-K93045741-001-01-0	Phase 3
tozasertib	Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor	AURKA, AURKB, AURKC, LCK			Selleck, Selleck	97.69	BRD-K59369769-001-23-7, BRD-K59369769-001-20-3	Phase 2
TP-003	GABA receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5			Tocris	94.29	BRD-K87941707-001-01-0	Preclinical
TP-0903	AXL kinase inhibitor	AXL			MedChemEx	96.12	BRD-K84034737-001-01-1	Preclinical
TPCA-1	IKK inhibitor	IKBKB			Tocris, Tocris, Selleck	98.3	BRD-K51575138-001-15-7, BRD-K51575138-001-13-2, BRD-K51575138-001-12-4	Preclinical
TPPS4					Vitas-M	82.5	BRD-K39805756-001-01-6	Phase 1
tracazolate	GABA receptor modulator	GABRA1			Tocris	98.96	BRD-K34154330-003-06-4	Phase 2
TRAM-34	potassium channel antagonist	KCNN4			MedChemEx, MedChemEx	0	BRD-K30071764-001-03-0, BRD-K30071764-001-02-2	Preclinical
TRAM-39	calcium-activated potassium channel activator	KCNN4			Tocris	93.57	BRD-K81341251-001-01-9	Preclinical
tramadol	norepinephrine reputake inhibitor, opioid receptor agonist, serotonin reuptake inhibitor	CHRFAM7A, CHRM3, GRIN3A, HTR2C, OPRD1, OPRK1, OPRM1, SLC6A2, SLC6A4	neurology/psychiatry	acute pain, chronic pain	MicroSource	96.17	BRD-K51033547-003-02-6	Launched
trametinib	MEK inhibitor	MAP2K1, MAP2K2	oncology	melanoma	Selleck, MedChemEx, Selleck, Selleck	94.67	BRD-K12343256-001-18-8, BRD-K12343256-001-14-7, BRD-K12343256-001-11-3, BRD-K12343256-001-08-9	Launched
tramiprosate	beta amyloid protein neurotoxicity inhibitor	APP			MicroSource	100	BRD-K82234479-001-09-4	Phase 3
trandolapril	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension, myocardial infarction	MicroSource	96.92	BRD-A32505112-001-04-4	Launched
tranexamic-acid	antifibrinolytic, plasminogen activator inhibitor	PLG	hematology	hemophilia	MedChemEx, MedChemEx, MicroSource, Selleck, Selleck	97	BRD-K15014948-001-11-1, BRD-K15014948-001-10-3, BRD-K15014948-213-01-3, BRD-K15014948-001-09-5, BRD-K15014948-001-12-9	Launched
tranilast	angiogenesis inhibitor	HPGDS, HRH1	pulmonary	asthma	Selleck, Tocris, MicroSource, Selleck, Tocris	99.75	BRD-K17849083-001-32-9, BRD-K17849083-001-34-5, BRD-K17849083-001-31-1, BRD-K17849083-001-29-5, BRD-K17849083-001-30-3	Launched
trans-10,cis-12-Conjugated-linoleic-acid					Cayman	95.61	BRD-K26222048-001-01-7	Launched
trans-2-Undecenoic-acid					AlfaAesar	90.54	BRD-K42959922-001-01-5	Preclinical
trans-4-[8-(3-Fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid					Key	94.05	BRD-K75080769-001-01-6	Preclinical
trans-4-Hydroxycrotonic-acid	gamma hydroxybutyric acid ligand				Tocris	0	BRD-K91614056-001-02-2	Preclinical
trans-4-Methoxycinnamic-acid					Vitas-M	96.49	BRD-K26273521-001-07-3	Preclinical
tranylcypromine	monoamine oxidase inhibitor	KDM1A, MAOA, MAOB	neurology/psychiatry	depression	Selleck, Tocris, MicroSource, Tocris, Selleck	95.92	BRD-K88809146-003-04-7, BRD-K47029922-003-10-9, BRD-A43974575-065-05-1, BRD-K47029922-003-12-5, BRD-K47029922-003-11-7	Launched
trap-101	nociceptin/orphanin FQ receptor antagonist, opioid receptor antagonist	OPRL1			Tocris, Tocris	97.83	BRD-K69837166-003-02-0, BRD-K69837166-003-03-8	Preclinical
trapidil	PDGFR tyrosine kinase receptor inhibitor	PDGFRA	cardiology	coronary artery disease (CAD)	Prestwick	97.83	BRD-K95763993-001-19-3	Launched
travoprost	prostanoid receptor agonist	PTGFR	ophthalmology	ocular hypertension, glaucoma	Enzo	95.41	BRD-K23976833-001-01-0	Launched
traxoprodil	glutamate receptor antagonist	GRIN2B			EMDBio	93.36	BRD-K38158531-001-02-1	Phase 2
trazodone	adrenergic receptor antagonist, serotonin receptor antagonist, serotonin reuptake inhibitor	ADRA1A, ADRA2A, HRH1, HTR1A, HTR2A, HTR2B, HTR2C, SLC6A4	neurology/psychiatry	depression	MicroSource, Selleck	97.98	BRD-K70778732-003-27-5, BRD-K70778732-003-26-7	Launched
trebenzomine					Sigma	53.54	BRD-A20686268-001-01-4	Phase 2
trelagliptin	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus	Selleck	94.03	BRD-A88369366-001-01-7	Launched
tremorine	acetylcholine receptor agonist				Prestwick	100	BRD-K08619838-300-05-7	Preclinical
treosulfan	DNA synthesis inhibitor		oncology	ovarian cancer	MedChemEx, MedChemEx	0	BRD-K20902145-001-01-2, BRD-K20902145-001-02-0	Launched
trepibutone	cholinergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	gastroenterology	irritable bowel syndrome	AvaChem	97.79	BRD-K37543758-001-01-3	Launched
trequinsin	phosphodiesterase inhibitor	PDE5A			Tocris, Tocris	96.03	BRD-K84663978-003-02-9, BRD-K84663978-003-03-7	Phase 1
tretazicar	DNA replication inhibitor	NQO2			Sigma	92.47	BRD-K08748705-001-08-2	Phase 2
tretinoin	retinoid receptor agonist, retinoid receptor ligand	ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARG, RARRES1, RORB, RORC, RXRB, RXRG	hematologic malignancy	acute promyelocytic leukemia (APL)	MedChemEx, Selleck, Sigma, MedChemEx, Tocris, Selleck, MicroSource	64.55	BRD-K71879491-001-51-5, BRD-K71879491-001-44-0, BRD-K71879491-001-47-3, BRD-K71879491-001-48-1, BRD-K71879491-001-38-2, BRD-K71879491-001-37-4, BRD-K71879491-001-39-0	Launched
triacetin					MicroSource	85.32	BRD-K92844263-001-09-8	Launched
triamcinolone	glucocorticoid receptor agonist	NR3C1, SERPINA6	dermatology	corticosteroid-responsive dermatoses	Selleck, MicroSource, Selleck	94.01	BRD-K77554836-001-11-6, BRD-K77554836-001-14-0, BRD-K77554836-001-13-2	Launched
triamcinolone-acetonide	glucocorticoid receptor agonist, immunosuppressant	NR3C1	dermatology	corticosteroid-responsive dermatoses	MicroSource, Selleck	95.27	BRD-A92439610-001-04-0, BRD-A92439610-001-05-7	Launched
triamterene	sodium channel blocker	SCNN1A, SCNN1B, SCNN1D, SCNN1G	endocrinology, cardiology	hypokalemia, hypertension, edema	MicroSource, Selleck	99.47	BRD-K92049597-001-20-8, BRD-K92049597-001-19-0	Launched
triapine	ribonucleotide reductase inhibitor	RRM1, RRM2			MedChemEx, Selleck, Selleck	99.17	BRD-K01669786-001-03-0, BRD-K01669786-001-01-4, BRD-K01669786-001-02-2	Phase 2
triazolam	GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO			Enzo	99.47	BRD-K76890464-001-02-3	Withdrawn
tribenoside	anti-inflammatory agent, capillary stabilizing agent				Prestwick	63.93	BRD-A60294240-001-03-7	Launched
tribomsalan					Vitas-M	97.22	BRD-K09118247-001-03-3	Preclinical
tribromoethanol	analgesic agent				MicroSource	0	BRD-K69632891-001-01-3	Preclinical
tributyrin	HDAC inhibitor				Sigma	0	BRD-K38969488-001-01-6	Phase 1
tricaprylin			dermatology	cosmetic	MicroSource	85.71	BRD-K24790130-001-07-1	Launched
trichlormethiazide	chloride channel blocker	ATP1A1, CA1, CA2, CA4, SLC12A1, SLC12A3	cardiology	hypertension, edema	Selleck, MicroSource, Selleck	100	BRD-A28940325-001-23-2, BRD-A28940325-001-24-0, BRD-A28940325-001-25-7	Launched
trichlormethine	DNA alkylating agent				MicroSource	0	BRD-K29888499-003-03-8	Preclinical
trichloroacetic-acid			dermatology	warts	Enamine, Enamine	0	BRD-K42090719-001-07-3, BRD-K42090719-001-06-5	Launched
trichloroethylene					Sigma, MicroSource	0	BRD-K46435528-001-05-1, BRD-K46435528-001-04-4	Preclinical
trichostatin-a	HDAC inhibitor	HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9			Selleck, Selleck	98.67	BRD-K68202742-001-16-5, BRD-K68202742-001-13-2	Preclinical
triciribine	AKT inhibitor	AKT1, AKT2, AKT3			Tocris, Tocris, Selleck, Selleck	93.15	BRD-K80431395-001-04-0, BRD-K80431395-001-08-1, BRD-K80431395-001-09-9, BRD-K80431395-001-07-3	Phase 1/Phase 2
triclabendazole	microtubule inhibitor	DNMT1	infectious disease	tapeworm	MicroSource, Selleck	97.58	BRD-K81916719-001-14-7, BRD-K81916719-001-13-9	Launched
triclocarban	other antibiotic				ChemDiv	97.9	BRD-K25029121-001-05-8	Launched
triclosan	antibacterial agent	DNMT1			MicroSource	99.42	BRD-K41731458-001-15-1	Launched
tridihexethyl	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	gastroenterology, ophthalmology	peptic ulcer disease (PUD), nystagmus	Prestwick	94	BRD-A22152765-003-10-0	Launched
trientine	chelating agent	CA14	metabolism	Wilson's disease	MicroSource	100	BRD-K37111771-300-02-6	Launched
trifluoperazine	dopamine receptor antagonist	ADRA1A, CALM1, CALY, DRD2, DRD4, HRH1, HTR2A, HTR2C, S100A4, TNNC1	neurology/psychiatry	schizophrenia	Selleck, MicroSource, Selleck	96.64	BRD-K89732114-300-15-4, BRD-K89732114-300-14-7, BRD-K89732114-300-13-9	Launched
triflupromazine	dopamine receptor antagonist	CHRM1, CHRM2, DRD1, DRD2, HTR2B	neurology/psychiatry, gastroenterology	psychosis, nausea, vomiting	MicroSource, Selleck	96.33	BRD-K63675182-003-23-6, BRD-K63675182-003-22-8	Launched
trifluridine	DNA directed DNA polymerase inhibitor, thymidylate synthase inhibitor	TYMS	infectious disease	virus herpes simplex (HSV)	Selleck, Tocris, MicroSource, Selleck	96.52	BRD-K03243820-001-23-8, BRD-K03243820-001-24-6, BRD-K03243820-001-25-3, BRD-K03243820-001-22-0	Launched
triflusal	cyclooxygenase inhibitor, platelet aggregation inhibitor, thromboxane synthase inhibitor	NFKB1, NOS2, PDE10A, PTGS1	neurology/psychiatry, cardiology	stroke, myocardial infarction, atrial fibrillation (AF)	MedChemEx, MedChemEx, Selleck, MedChemEx, Selleck	94.75	BRD-K71696703-001-08-7, BRD-K71696703-001-11-1, BRD-K71696703-001-07-9, BRD-K71696703-001-09-5, BRD-K71696703-001-06-1	Launched
trigonelline					Enzo	100	BRD-K69231085-003-05-7	Phase 1
trihexyphenidyl	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	neurology/psychiatry	parkinsonism	MicroSource	96.17	BRD-A48180038-003-24-3	Launched
trilostane	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor	ESR1, ESR2, HSD3B1, HSD3B2	endocrinology	Cushing's syndrome	MicroSource, MedChemEx, Selleck	99.44	BRD-A04497688-001-05-9, BRD-A04497688-001-03-4, BRD-A04497688-001-04-2	Launched
TRIM					Tocris	0	BRD-K36851334-001-12-1	Preclinical
trimebutine	opioid receptor agonist	OPRD1, OPRK1, OPRM1	gastroenterology	irritable bowel syndrome	MicroSource, Selleck	93.92	BRD-A92630576-050-24-1, BRD-A92630576-001-02-0	Launched
trimeprazine	histamine receptor ligand, histamine receptor antagonist	HRH1	allergy, neurology/psychiatry, pulmonary	urticaria, itching, cough suppressant	Sigma	0	BRD-M58473998-046-01-0	Launched
trimetazidine	3-ketoacyl CoA thiolase inhibitor	ACAA2	cardiology	angina pectoris	MicroSource	93.14	BRD-K88366685-300-06-0	Launched
trimethadione	oxazolidine antiepileptic	CACNA1G, CACNA1H, CACNA1I	neurology/psychiatry	seizures	MicroSource, MedChemEx, MedChemEx, Sigma	12.34	BRD-K16606819-001-10-1, BRD-K16606819-001-13-5, BRD-K16606819-001-12-7, BRD-K16606819-001-11-9	Launched
trimethobenzamide	histamine receptor antagonist	DRD2	gastroenterology	vomiting, nausea, gastroenteritis	MicroSource	98.53	BRD-K34415467-003-13-0	Launched
trimethoprim	dihydrofolate reductase inhibitor	DHFR, TYMS	infectious disease, gastroenterology	urinary tract infections, ear infections, diarrhea	MicroSource, Selleck	98.69	BRD-K07208025-001-31-3, BRD-K07208025-001-29-7	Launched
trimethoquinol	adrenergic receptor antagonist	ADRB2, ADRB3			Sigma	85.22	BRD-A56241705-003-01-2	Launched
trimethylolpropane-triacrylate					Sigma	75.72	BRD-K24483849-001-01-8	Preclinical
trimetozine	sedative		neurology/psychiatry	sedative	MicroSource	99.51	BRD-K53220666-001-02-6	Launched
trimipramine	norepinephrine reputake inhibitor, tricyclic antidepressant	ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR1D, HTR2A, HTR2C, HTR3A, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	depression	MicroSource, Selleck	98.04	BRD-A19195498-050-14-1, BRD-A19195498-050-13-3	Launched
trioxsalen	DNA synthesis inhibitor		dermatology	vitiligo, eczema	MicroSource	97.99	BRD-K54790157-001-15-5	Launched
tripelennamine	histamine receptor antagonist	HRH1	pulmonary, allergy	asthma, allergic rhinitis, urticaria	MicroSource, Selleck	96.93	BRD-K57033106-048-04-4, BRD-K57033106-003-19-7	Launched
triprolidine	histamine receptor antagonist	HRH1	allergy	allergic rhinitis	MicroSource, Tocris	98.84	BRD-K11742128-003-23-4, BRD-K11742128-003-22-6	Launched
triptan	serotonin receptor agonist	HTR1B, HTR1D			Sigma	0	BRD-K19427720-001-01-6	Phase 1
triptolide	RNA polymerase inhibitor	RELA			Selleck, Tocris	97.24	BRD-K39484304-001-16-5, BRD-K39484304-001-14-0	Phase 3
triptorelin	gonadotropin releasing factor hormone receptor agonist	GNRHR	oncology, endocrinology, obstetrics/gynecology	prostate cancer, breast cancer, precocious puberty, endometriosis, myoma, gender dysphoria	Enzo	93.55	BRD-K62685538-001-01-7	Launched
troclosene					MicroSource	0	BRD-K76375510-237-01-1	Launched
trofinetide	cytokine production inhibitor	IFNG, IL6, TNF			Sigma	44.1	BRD-K83502127-001-01-6	Phase 2
troglitazone	insulin sensitizer, PPAR receptor agonist	ACSL4, ESRRA, ESRRG, PPARG, SERPINE1, SLC29A1, TRPM3			Tocris, Enzo	87.12	BRD-A13084692-001-20-7, BRD-A13084692-001-17-3	Withdrawn
troleandomycin	protein synthesis inhibitor		infectious disease, pulmonary, otolaryngology	pneumonia, bronchitis, tonsillitis, sinusitis	MicroSource	100	BRD-A24297246-001-03-9	Launched
trolox	antioxidant				Enzo	76.18	BRD-A17846016-001-13-9	Launched
tromaril	prostanoid receptor antagonist				Enamine	99.33	BRD-K91422571-001-01-8	Launched
trometamol		AMD1, CANT1, DCN, NEIL1, VEGFA			MicroSource, Selleck	100	BRD-K47978074-001-03-2, BRD-K47978074-001-02-4	Launched
tropanyl-3,5-dimethylbenzoate	serotonin receptor antagonist	HTR3A, HTR3B			Tocris	94.98	BRD-A84389633-001-05-7	Preclinical
tropesin	cyclooxygenase inhibitor	PTGS1, PTGS2			Sigma	99.27	BRD-A34603619-001-01-9	Launched
tropicamide	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	ophthalmology	mydriasis diagnostic, cycloplegia diagnostic	Tocris, Tocris, MicroSource, Selleck	99.63	BRD-A79672927-001-22-3, BRD-A79672927-001-19-9, BRD-A79672927-001-20-7, BRD-A79672927-001-18-1	Launched
tropisetron	serotonin receptor antagonist	GLRA1, GLRA2, GLRB, HTR3A, HTR4	gastroenterology	nausea, vomiting, nausea, vomiting	Tocris, Selleck	98.6	BRD-K50866992-003-09-5, BRD-K50866992-003-10-3	Launched
trospium	acetylcholine receptor antagonist	CHRM1	urology	urinary incontinence, urinary frequency	Selleck	97.42	BRD-K69469734-003-02-5	Launched
trovafloxacin	bacterial DNA gyrase inhibitor	TOP2A			Tocris, Enzo	97.94	BRD-K00494077-066-02-7, BRD-K00494077-066-01-9	Withdrawn
troventol					MatrixSci	95.22	BRD-A35868371-005-01-6	Phase 1
trovirdine	non-nucleoside reverse transcriptase inhibitor				MedChemEx	96.15	BRD-K00989047-001-01-2	Phase 1
troxerutin	antioxidant				Selleck, MicroSource, Selleck	90.3	BRD-K73529671-001-02-9, BRD-K73529671-001-04-5, BRD-K73529671-001-03-7	Launched
troxipide	glucosamine synthetase stimulant		gastroenterology	gastroesophageal reflux disease (GERD)	Selleck, Selleck	91.33	BRD-A68589262-001-04-3, BRD-A68589262-001-05-0	Launched
TRV130	opioid receptor agonist	OPRM1			MedChemEx	90.27	BRD-K35626314-003-01-1	Phase 3
tryptanthrin	cyclooxygenase inhibitor	IDO1			Enzo	99.15	BRD-K76973696-001-12-6	Preclinical
tryptophan	serotonin receptor partial agonist	CASR, IDO1, SLC36A1, WARS, WARS2	neurology/psychiatry, gastroenterology	anxiety, bloating, constipation, fatigue, sleeplessness	MicroSource, Sigma	98.59	BRD-K83776863-001-05-5, BRD-K83776863-001-08-9	Launched
TTNPB	retinoid receptor agonist	RARA, RARB, RARG			Tocris, Selleck, Selleck	91.34	BRD-K49685476-001-15-9, BRD-K49685476-001-14-2, BRD-K49685476-001-16-7	Phase 1
TTP-22	casein kinase inhibitor	CSNK2A1			Tocris	98.64	BRD-K64852730-001-01-7	Preclinical
TU-2100					Vitas-M	98.81	BRD-K44590731-001-01-7	Phase 2
tuaminoheptane			otolaryngology	nasal congestion	MicroSource	100	BRD-A19958636-065-04-4	Launched
tubastatin-a	HDAC inhibitor	HDAC6			Selleck, Selleck, Selleck	91.9	BRD-K00627859-003-03-7, BRD-K00627859-001-07-2, BRD-K00627859-001-06-4	Preclinical
tubocurarine	acetylcholine receptor antagonist	ACHE, CHRNA2, HTR3A, HTR3B, KCNN1, KCNN2, KCNN3, ZACN	neurology/psychiatry	anesthetic	MicroSource	93.49	BRD-K99621550-300-01-8	Launched
tucatinib	EGFR inhibitor	ERBB2			MedChemEx	94.53	BRD-K26026438-001-01-0	Phase 2
TUG-770	free fatty acid receptor agonist	FFAR1			MedChemEx	96.74	BRD-K56086081-001-01-7	Preclinical
TUG-891	free fatty acid receptor agonist	FFAR4			Tocris	97.49	BRD-K24282351-001-01-4	Preclinical
tulobuterol	adrenergic receptor agonist	ADRB2	pulmonary	asthma	MicroSource	97.79	BRD-A37441042-003-04-8	Launched
TW-37	BCL inhibitor	BCL2, BCL2L1, MCL1			Selleck, Selleck	91.58	BRD-K28360340-001-08-3, BRD-K28360340-001-05-9	Preclinical
TWS-119	glycogen synthase kinase inhibitor	GSK3B, JUN, MYC			Selleck, Tocris	96.31	BRD-K94176593-001-09-4, BRD-K94176593-362-01-7	Preclinical
TXA127	angiotensin receptor agonist				MedChemEx, MedChemEx	94.47	BRD-K36040345-001-02-9, BRD-K36040345-001-01-1	Phase 2
TY-52156	sphingosine 1-phosphate receptor antagonist	S1PR3			Tocris, MedChemEx, MedChemEx	88.43	BRD-K66584608-001-02-1, BRD-K66584608-001-03-9, BRD-K66584608-001-01-3	Preclinical
tylosin	protein synthesis inhibitor		infectious disease, gastroenterology	gram-positive bacterial infections, colitis	MicroSource, Selleck	94.95	BRD-K37753391-046-02-4, BRD-K37753391-046-03-2	Launched
tyloxapol	NFkB pathway inhibitor	LPL, NFKB2			MedChemEx, Prestwick, MicroSource, MedChemEx	0	BRD-M08959712-001-02-7, BRD-U25960968-000-01-9, BRD-U48018661-000-01-9, BRD-M08959712-001-01-9	Launched
tymazoline			allergy	allergic rhinitis	Sigma	53.77	BRD-K64414150-001-01-7	Launched
tyrphostin-AG-1296	FLT3 inhibitor	FLT3			Selleck, Selleck	99.83	BRD-K76064317-001-08-1, BRD-K76064317-001-07-3	Preclinical
tyrphostin-AG-1478	EGFR inhibitor	EGFR, MAPK14			Selleck	98.06	BRD-K68336408-001-10-9	Preclinical
tyrphostin-AG-18	EGFR inhibitor, tyrosine kinase inhibitor	EGFR			Tocris, Selleck, Selleck	87.88	BRD-K49657628-001-14-8, BRD-K49657628-001-13-0, BRD-K49657628-001-15-5	Preclinical
tyrphostin-AG-494	EGFR inhibitor	EGFR			Tocris	87.72	BRD-K34533029-001-08-5	Preclinical
tyrphostin-AG-825	protein tyrosine kinase inhibitor	ERBB2			Tocris	67.33	BRD-K87919739-001-07-5	Preclinical
tyrphostin-AG-835	protein tyrosine kinase inhibitor	EGFR			Tocris	93.78	BRD-K17415526-001-03-5	Preclinical
tyrphostin-AG-879	tyrosine kinase inhibitor	ERBB2, KDR, NTRK1			Selleck, Selleck	95.85	BRD-K59469039-001-09-8, BRD-K59469039-001-08-0	Preclinical
tyrphostin-AG-99	tyrosine kinase inhibitor	EGFR			Tocris	96.88	BRD-K60184833-001-05-6	Preclinical
tyrphostin-A9	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor				Selleck	94.87	BRD-K40255344-001-17-6	Preclinical
U-0124	MEK inhibitor				Tocris	94.09	BRD-K63169195-001-01-5	Preclinical
U-0126	MEK inhibitor	AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1			Selleck, Tocris, Selleck	93.15	BRD-K91701654-001-03-1, BRD-K18787491-001-08-6, BRD-K91701654-001-02-3	Preclinical
U-0521	catechol O methyltransferase inhibitor	COMT			SantaCruz	98.18	BRD-K08953028-001-09-6	Preclinical
U-104	carbonic anhydrase inhibitor	CA1, CA12, CA2, CA9			Selleck, Tocris	96.73	BRD-K77867004-001-02-7, BRD-K77867004-001-03-5	Preclinical
U-18666A	oxidosqualene cyclase inhibitor				Tocris	99.54	BRD-K22025381-003-01-9	Preclinical
U-50488-(-)	opioid receptor agonist	OPRK1			Tocris, Tocris, Tocris	97.11	BRD-K53532120-003-10-3, BRD-K53532120-003-11-1, BRD-K53532120-003-09-5	Preclinical
U-54494A	opioid receptor agonist	OPRK1			Tocris	96.38	BRD-K20995441-001-02-5	Preclinical
U-75799E	growth hormone releasing factor agonist	GHSR			Adooq	86.33	BRD-K77070363-001-01-5	Phase 1
U-99194	dopamine receptor antagonist	DRD3			Tocris	94.8	BRD-K70281171-050-08-9	Preclinical
UAMC-00039	dipeptidyl peptidase inhibitor	DPP4, DPP7			Tocris	84.99	BRD-K38966689-300-01-5	Preclinical
UB-165	acetylcholine receptor agonist	CHRNA3, CHRNA4, CHRNB2			Tocris, Tocris	90.79	BRD-A14574269-051-03-0, BRD-A14574269-051-02-2	Preclinical
ubenimex	leukotriene synthesis inhibitor	LTA4H, RNPEP	hematologic malignancy	acute myeloid leukemia (AML)	Selleck, Tocris	91.72	BRD-K59574735-001-11-8, BRD-K59574735-001-12-6	Launched
UBP-296	glutamate receptor antagonist	GRIK1			Tocris	76.19	BRD-A45499626-001-03-6	Preclinical
UBP-302	glutamate receptor antagonist	GRIK1			Tocris, Tocris, Tocris	96.2	BRD-K79753741-001-02-5, BRD-K79753741-001-03-3, BRD-K79753741-001-01-7	Preclinical
UBP-310	glutamate receptor antagonist	GRIK1, GRIK5			Tocris	66.8	BRD-K09597601-001-01-2	Preclinical
UC-112	XIAP inhibitor	XIAP			Tocris	85.21	BRD-K73610817-001-09-7	Preclinical
UCL-2077	slow afterhyperpolarization channel blocker				Tocris, Tocris	99.33	BRD-K50325075-001-02-1, BRD-K50325075-001-03-9	Preclinical
UF-010	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC8			Tocris	76.99	BRD-K20480395-001-01-6	Preclinical
ufenamate	cyclooxygenase inhibitor	PTGS1, PTGS2	dermatology	eczema, dermatitis	AvaChem	98.96	BRD-K84173274-001-01-6	Launched
UH-232-(+)	dopamine receptor antagonist	DRD2, DRD3, DRD4, HTR1A			Tocris	90.44	BRD-K66715657-050-01-0	Preclinical
UK-356618	metalloproteinase inhibitor	MMP13, MMP14, MMP2, MMP3, MMP9			Tocris	89.38	BRD-K57011718-001-02-3	Preclinical
